X_m, Pressure_Pa
8.93061534e-02, 1.79839406e+05
8.94170851e-02, 1.80327969e+05
8.95282775e-02, 1.80636750e+05
8.96397308e-02, 1.80770828e+05
8.97514597e-02, 1.80802844e+05
8.98634493e-02, 1.80807078e+05
8.99757147e-02, 1.80800922e+05
9.00882408e-02, 1.80770266e+05
9.02010426e-02, 1.80690031e+05
9.03141126e-02, 1.80540031e+05
9.04274583e-02, 1.80311297e+05
9.05410722e-02, 1.80005547e+05
9.06549543e-02, 1.79636406e+05
9.07691121e-02, 1.79221656e+05
9.08835456e-02, 1.78777813e+05
9.09982547e-02, 1.78318141e+05
9.11132321e-02, 1.77850219e+05
9.12284926e-02, 1.77376406e+05
9.13440287e-02, 1.76894078e+05
9.14598405e-02, 1.76396234e+05
9.15759280e-02, 1.75872984e+05
9.16922912e-02, 1.75313844e+05
9.18089375e-02, 1.74714031e+05
9.19258669e-02, 1.74076594e+05
9.20430720e-02, 1.73383750e+05
9.21605527e-02, 1.72563375e+05
9.22783241e-02, 1.71607969e+05
9.23963711e-02, 1.70590609e+05
9.25147086e-02, 1.69550344e+05
9.26333219e-02, 1.68501344e+05
9.27522257e-02, 1.67443016e+05
9.28714126e-02, 1.66361344e+05
9.29908827e-02, 1.65237391e+05
9.31106433e-02, 1.64059688e+05
9.32306871e-02, 1.62835750e+05
9.33510214e-02, 1.61597563e+05
9.34716463e-02, 1.60394531e+05
9.35925543e-02, 1.59274891e+05
9.37137529e-02, 1.58263719e+05
9.38352495e-02, 1.57350219e+05
9.39570293e-02, 1.56490047e+05
9.40791070e-02, 1.55616375e+05
9.42014679e-02, 1.54656406e+05
9.43241343e-02, 1.53553625e+05
9.44470838e-02, 1.52297063e+05
9.45703387e-02, 1.50942594e+05
9.46938843e-02, 1.49607000e+05
9.48177204e-02, 1.48427219e+05
9.49418619e-02, 1.47505656e+05
9.50662941e-02, 1.46884500e+05
9.51910317e-02, 1.46510797e+05
9.53160599e-02, 1.46192641e+05
9.54413936e-02, 1.45654359e+05
9.55670252e-02, 1.44619203e+05
9.56929624e-02, 1.42867875e+05
9.58191976e-02, 1.40310578e+05
9.59457308e-02, 1.37011188e+05
9.60725769e-02, 1.33146781e+05
9.61997211e-02, 1.28943695e+05
9.63271707e-02, 1.24617984e+05
9.64549258e-02, 1.20341094e+05
9.65829939e-02, 1.16230266e+05
9.67113599e-02, 1.12356484e+05
9.68400389e-02, 1.08755563e+05
9.69690233e-02, 1.05443336e+05
9.70983207e-02, 1.02422195e+05
9.72279236e-02, 9.96893672e+04
9.73578393e-02, 9.72423594e+04
9.74880680e-02, 9.50849922e+04
9.76186022e-02, 9.32101406e+04
9.77494568e-02, 9.15436406e+04
9.78806242e-02, 9.00935625e+04
9.80121046e-02, 8.90459063e+04
9.81438980e-02, 8.86459297e+04
9.82760042e-02, 8.88450156e+04
9.84084383e-02, 8.95775703e+04
9.85411778e-02, 9.08224453e+04
9.86742452e-02, 9.22692422e+04
9.88076255e-02, 9.38812734e+04
9.89413261e-02, 9.58481875e+04
9.90753546e-02, 9.82071406e+04
9.92096961e-02, 1.00850297e+05
9.93443653e-02, 1.03557148e+05
9.94793475e-02, 1.06109141e+05
9.96146649e-02, 1.08383930e+05
9.97503027e-02, 1.10362516e+05
9.98862609e-02, 1.12083969e+05
1.00022547e-01, 1.13604313e+05
1.00159161e-01, 1.14981000e+05
1.00296110e-01, 1.16274898e+05
1.00433379e-01, 1.17552070e+05
1.00570977e-01, 1.18879422e+05
1.00708902e-01, 1.20317688e+05
1.00847162e-01, 1.21913539e+05
1.00985758e-01, 1.23694734e+05
1.01124682e-01, 1.25668453e+05
1.01263933e-01, 1.27822719e+05
1.01403527e-01, 1.30131977e+05
1.01543449e-01, 1.32561625e+05
1.01683713e-01, 1.35072484e+05
1.01824306e-01, 1.37622422e+05
1.01965241e-01, 1.40168953e+05
1.02106512e-01, 1.42670625e+05
1.02248125e-01, 1.45091688e+05
1.02390073e-01, 1.47406359e+05
1.02532364e-01, 1.49601766e+05
1.02674998e-01, 1.51677906e+05
1.02817968e-01, 1.53644156e+05
1.02961287e-01, 1.55515156e+05
1.03104942e-01, 1.57304875e+05
1.03248946e-01, 1.59023719e+05
1.03393294e-01, 1.60676297e+05
1.03537992e-01, 1.62262266e+05
1.03683032e-01, 1.63778063e+05
1.03828423e-01, 1.65219969e+05
1.03974156e-01, 1.66584906e+05
1.04120247e-01, 1.67871859e+05
1.04266681e-01, 1.69081906e+05
1.04413472e-01, 1.70222328e+05
1.04560614e-01, 1.71298000e+05
1.04708105e-01, 1.72283094e+05
1.04855955e-01, 1.73118469e+05
1.05004154e-01, 1.73830031e+05
1.05152711e-01, 1.74492359e+05
1.05301619e-01, 1.75120359e+05
1.05450891e-01, 1.75711969e+05
1.05600521e-01, 1.76261813e+05
1.05750501e-01, 1.76766984e+05
1.05900846e-01, 1.77230406e+05
1.06051557e-01, 1.77659953e+05
1.06202625e-01, 1.78065922e+05
1.06354050e-01, 1.78459984e+05
1.06505841e-01, 1.78856438e+05
1.06657997e-01, 1.79271656e+05
1.06810518e-01, 1.79719969e+05
1.06963404e-01, 1.80207078e+05
1.07116662e-01, 1.80724813e+05
1.07270278e-01, 1.81250484e+05
1.07424267e-01, 1.81752063e+05
1.07578628e-01, 1.82196406e+05
1.07733354e-01, 1.82532969e+05
1.07888453e-01, 1.82713125e+05
1.08043924e-01, 1.82726547e+05
1.08199768e-01, 1.82568156e+05
1.08355984e-01, 1.82201344e+05
1.08512573e-01, 1.81578125e+05
1.08669542e-01, 1.80653531e+05
1.08826883e-01, 1.79405188e+05
1.08984604e-01, 1.77865031e+05
1.09142698e-01, 1.76000031e+05
1.09301180e-01, 1.73388344e+05
1.09460033e-01, 1.69303563e+05
1.09619275e-01, 1.63611969e+05
1.09778889e-01, 1.56924109e+05
1.09938897e-01, 1.50090797e+05
1.10099278e-01, 1.43951953e+05
1.10260047e-01, 1.38995484e+05
1.10421203e-01, 1.35250594e+05
1.10582747e-01, 1.32397281e+05
1.10744677e-01, 1.29995336e+05
1.10906996e-01, 1.27693773e+05
1.11069702e-01, 1.25327914e+05
1.11232795e-01, 1.22901563e+05
1.11396283e-01, 1.20505438e+05
1.11560166e-01, 1.18236391e+05
1.11724436e-01, 1.16152781e+05
1.11889102e-01, 1.14270547e+05
1.12054162e-01, 1.12579242e+05
1.12219617e-01, 1.11061820e+05
1.12385467e-01, 1.09705453e+05
1.12551719e-01, 1.08504609e+05
1.12718366e-01, 1.07459484e+05
1.12885416e-01, 1.06573820e+05
1.13052867e-01, 1.05849594e+05
1.13220714e-01, 1.05292750e+05
1.13388970e-01, 1.04916094e+05
1.13557629e-01, 1.04751133e+05
1.13726683e-01, 1.04792938e+05
1.13896154e-01, 1.05035828e+05
1.14066027e-01, 1.05507336e+05
1.14236303e-01, 1.06207016e+05
1.14406988e-01, 1.07131703e+05
1.14578083e-01, 1.08279297e+05
1.14749596e-01, 1.09640383e+05
1.14921510e-01, 1.11195602e+05
1.15093842e-01, 1.12916828e+05
1.15266584e-01, 1.14768336e+05
1.15439743e-01, 1.16712625e+05
1.15613312e-01, 1.18715555e+05
1.15787297e-01, 1.20751172e+05
1.15961708e-01, 1.22800773e+05
1.16136529e-01, 1.24850875e+05
